Reference,Gene,Peptide,Protein,miR-17/20a_6mer,miR-17/20a_7mer-A1,miR-17/20a_7mer-m8,miR-17/20a_8mer,miR-18a_6mer,miR-18a_7mer-A1,miR-18a_7mer-m8,miR-18a_8mer,miR-19a/b_6mer,miR-19a/b_7mer-A1,miR-19a/b_7mer-m8,miR-19a/b_8mer,miR-92a_6mer,miR-92a_7mer-A1,miR-92a_7mer-m8,miR-92a_8mer
NM_015190,DNAJC9,4,0.260077469,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001005273,CHD3,9,0.260197311,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NM_020914,RNF213,26,0.260846213,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
AK127358.1,RNF213,26,0.260846213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024597,MAP7D3,7,0.260937877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001071,TYMS,3,0.260970768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016107,ZFR,8,0.261305441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022461,AZI2,4,0.261372778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BC001853.2,AZI2,4,0.261372778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001111020,SUPT5H,18,0.261453051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001002292,GPR177,3,0.261733092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024911,GPR177,3,0.261733092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022458,LMBR1,2,0.261806938,2,1,0,0,0,0,0,0,2,1,1,1,4,1,0,0
NM_152260,RPUSD2,2,0.26213244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_181503,EXOSC8,3,0.262137161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_019014,POLR1B,5,0.262384342,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0
NM_145813,AIFM1,5,0.263342721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002717,PPP2R2A,3,0.263791622,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_025130,HKDC1,2,0.264037716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_174869,IDH3G,2,0.264230145,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_002687,PNN,3,0.264867614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006074,TRIM22,2,0.264936686,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014166,MED4,2,0.265008187,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_014741,KIAA0652,5,0.265159687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002585,PBX1,3,0.265418371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014389,PELP1,3,0.265788167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003291,TPP2,3,0.265851779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000018,ACADVL,49,0.266121008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098511,KIF2A,10,0.266304722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_031268,PDPK1,4,0.26656123,4,0,1,0,3,1,0,0,2,1,0,0,2,0,0,0
NM_018838,NDUFA12,2,0.266668222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_030805,LMAN2L,5,0.266691616,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
NM_000117,EMD,2,0.267415943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002624,PFDN5,5,0.267582644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_144658,DOCK11,27,0.267814257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_194452,RNF121,2,0.267832387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_019088,PAF1,4,0.268002679,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004774,MED1,5,0.268650614,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020761,KIAA1303,6,0.268924827,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017660,GATAD2A,9,0.269106414,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_019898,ABCC1,13,0.269232913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001001998,EXOSC10,5,0.269570051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_030934,C1ORF25,4,0.269601344,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NM_001690,ATP6V1A,30,0.270656399,0,0,0,0,1,0,1,0,1,0,1,0,2,0,1,0
NM_006796,AFG3L2,9,0.272513689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_015560,OPA1,7,0.273433731,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NM_000031,ALAD,6,0.273508725,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
NM_003800,RNGTT,5,0.27390225,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
NM_000646,AGL,6,0.274530646,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
NM_004897,MINPP1,4,0.274647713,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NM_198963,DHX57,9,0.274906278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001687,ATP5D,4,0.275424148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006345,SLC30A9,5,0.276760576,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_152383,DIS3L2,5,0.276799701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_006842,SF3B2,22,0.277104584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002757,MAP2K5,2,0.277699739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003072,SMARCA4,2,0.278148234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004120,GBP2,7,0.278442072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017634,KCTD9,2,0.278853024,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_201224,DDX47,3,0.27954991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003104,SORD,2,0.279571179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014820,TOMM70A,19,0.280220825,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
NM_003400,XPO1,30,0.280267138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024698,SLC25A22,6,0.280725256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032796,SYAP1,5,0.280757816,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021183,RAP2C,6,0.281002543,2,1,1,1,0,0,0,0,3,1,2,1,1,1,0,0
NM_015457,ZDHHC5,2,0.281169009,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
NM_145207,SPATA5,8,0.281187721,3,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0
NM_020746,VISA,4,0.281709397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001688,ATP5F1,2,0.281852525,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_015965,NDUFA13,3,0.283061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015540,RPAP1,5,0.283429314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_198514,NHLRC2,2,0.283678834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002833,PTPN9,2,0.28369254,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_013336,SEC61A1,2,0.284485249,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0
NM_016222,DDX41,9,0.286158165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001111113,UBE2K,6,0.286198179,2,0,0,0,1,0,0,0,2,0,1,0,2,1,0,0
NM_001040436,YARS2,3,0.288126451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024604,RPAP3,4,0.288207886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_130474,MADD,2,0.289067184,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
NM_022477,NDRG3,4,0.28975292,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NM_022118,RBM26,3,0.290850502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_002129,HMGB2,9,0.291082751,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004383,CSK,9,0.291276478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_003070,SMARCA2,14,0.291277952,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
NM_001080501,MGC3196,2,0.292166516,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_145803,TRAF6,2,0.293309314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001240,CCNT1,7,0.293893309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000289,PFKM,15,0.293899154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_152743,C7ORF27,3,0.294077723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_198838,ACACA,12,0.294772202,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0
NM_001018077,NR3C1,3,0.295342292,3,1,0,0,1,1,1,1,1,0,0,0,2,0,0,0
NM_000701,ATP1A1,26,0.29564208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015905,TRIM24,3,0.296835594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001035235,SRA1,2,0.298084566,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_139280,ORMDL3,2,0.298287862,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
NM_014188,SSU72,3,0.298562282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003640,IKBKAP,5,0.298992914,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NM_002858,ABCD3,3,0.299206824,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
NM_001679,ATP1B3,3,0.299624739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_033551,LARP1,2,0.300832448,1,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0
NM_173844,MALT1,5,0.301142563,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
AK096808.1,DHX36,3,0.301357543,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001114397,DHX36,3,0.301357543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004563,PCK2,4,0.301474839,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_001018073,PCK2,4,0.301474839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004545,NDUFB1,2,0.302324494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002633,PGM1,20,0.302666877,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_016142,HSD17B12,7,0.302688293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_152292,RG9MTD2,3,0.302705626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000462,UBE3A,10,0.30273865,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_014365,HSPB8,2,0.30305418,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_015216,HISPPD1,4,0.303494817,1,0,0,0,3,1,1,0,0,0,0,0,2,1,0,0
NM_005573,LMNB1,7,0.305230526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014634,PPM1F,4,0.305273649,0,0,0,0,2,0,1,0,2,1,1,1,0,0,0,0
NM_201222,MAGED2,3,0.305283731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018233,OGFOD1,4,0.305620546,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_002740,PRKCI,4,0.306272547,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NM_001103148,GIGYF2,14,0.30659997,1,0,0,0,4,0,1,0,1,0,0,0,1,0,1,0
NM_014779,TSC22D2,3,0.307192816,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NM_001015881,TSC22D3,3,0.307192816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_030935,TSC22D4,3,0.307192816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002726,PREP,8,0.30785171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_002111,HTT,10,0.308593319,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
NM_001025434,NQO1,7,0.310209199,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
NM_001537,HSBP1,4,0.310903868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_139273,CARS,16,0.311405838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002827,PTPN1,18,0.311416652,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
NM_001001561,GGA1,2,0.311596093,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
AK097270.1,GGA1,2,0.311596093,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_013365,GGA1,2,0.311596093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002759,EIF2AK2,8,0.311988866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NM_022085,TXNDC5,3,0.312410127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000033,ABCD1,2,0.312521122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_183048,ZMYND8,3,0.313092556,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_145693,LPIN1,2,0.313111135,3,1,1,0,1,0,0,0,2,0,1,0,5,1,0,0
NM_004964,HDAC1,12,0.313386407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_002103,GYS1,4,0.313407551,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018126,TMEM33,4,0.314392689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_199342,CCDC23,2,0.315153773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015332,NUDCD3,4,0.31570916,0,0,0,0,2,0,0,0,2,1,2,1,1,1,0,0
NM_001012985,C1ORF31,3,0.316101958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007175,ERLIN2,13,0.316140263,5,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0
NM_001003791,ERLIN2,13,0.316140263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_013326,C18ORF8,3,0.316476778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003934,FUBP3,13,0.31700704,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
AK057958.1,FUBP3,13,0.31700704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024560,ACSS3,3,0.317641001,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015261,NCAPD3,2,0.317645597,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_015384,NIPBL,3,0.319211961,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
NM_133433,NIPBL,3,0.319211961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000941,POR,5,0.320394988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002086,GRB2,2,0.320633857,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017429,BCMO1,3,0.32098264,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_024963,FBXL18,3,0.321178372,4,1,3,1,1,0,0,0,3,0,1,0,1,0,0,0
NM_002647,PIK3C3,5,0.321485771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_031243,HNRNPA2B1,13,0.321513827,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NM_001386,DPYSL2,13,0.322049665,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
NM_001009571,CADPS2,3,0.322130014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012229,NT5C2,18,0.323097141,2,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0
NM_004550,NDUFS2,10,0.323595021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018164,C12ORF11,4,0.323610837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018668,VPS33B,4,0.323892866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032905,RBM17,2,0.323993528,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
NM_000182,HADHA,64,0.324790452,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
NM_001040273,TYSND1,2,0.324908989,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NM_004299,ABCB7,4,0.326250285,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_007159,SLMAP,4,0.326824251,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
NM_005536,IMPA1,2,0.327122004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_015042,ZNF609,5,0.327126806,2,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0
NM_031904,FRMD8,2,0.327491337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BC033851.1,FRMD8,2,0.327491337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018677,ACSS2,4,0.327536635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001111,ADAR,11,0.327769068,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_003759,SLC4A4,2,0.329232691,1,0,1,0,1,0,0,0,0,0,0,0,3,1,1,0
NM_005506,SCARB2,2,0.330176082,3,1,0,0,0,0,0,0,2,2,0,0,2,1,0,0
NM_001007468,SMARCB1,2,0.331029338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014623,MEA1,2,0.331475808,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NM_172127,CAMK2D,8,0.332132028,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_000849,GSTM3,9,0.332179047,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
NM_001079515,TBCE,2,0.332423917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_138376,TTC5,2,0.334504443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005917,MDH1,6,0.335497577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017895,DDX27,6,0.335966955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003622,PPFIBP1,20,0.336330811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_177444,PPFIBP1,20,0.336330811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000690,ALDH2,6,0.338968066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005147,DNAJA3,3,0.33900919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032303,HSDL2,12,0.339423415,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_005530,IDH3A,10,0.340181813,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_012311,KIN,3,0.341822618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004941,DHX8,13,0.342523476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009,RPS5,4,0.342874377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_080677,DYNLL2,4,0.342894215,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_014719,FAM115A,2,0.343525813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001642,APLP2,4,0.344188248,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_032368,LZIC,2,0.344208964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001698,AUH,2,0.344500413,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_002730,PRKACA,2,0.346164873,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007273,PHB2,21,0.346241739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015926,TEX264,2,0.346249656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014278,HSPA4L,20,0.346496277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003851,CREG1,3,0.346929379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012343,NNT,7,0.347059957,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_197968,ZMYM2,3,0.347725063,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_016399,TRIAP1,2,0.347984244,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
NM_018715,RCC2,11,0.348470596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_203314,BDH1,3,0.34879484,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0
NM_016937,POLA1,2,0.348861251,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_006327,TIMM23,2,0.349214437,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
NM_002496,NDUFS8,11,0.350939579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098,ACO2,7,0.35117402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015059,TLN2,4,0.351198336,2,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0
NM_025155,PAAF1,2,0.351200175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_030954,RNF170,2,0.351326169,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BC032393.1,RNF170,2,0.351326169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001007068,SDCBP,2,0.351758347,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001520,GTF3C1,4,0.351950358,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NM_018180,DHX32,5,0.352385124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002857,PEX19,4,0.35246689,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
NM_006857,RY1,3,0.353753785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017811,UBE2R2,2,0.354787002,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
NM_001006109,C3ORF37,5,0.357590624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001031806,ALDH3A2,2,0.359131764,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
NM_152608,C1ORF55,2,0.359240026,2,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
NM_005657,TP53BP1,14,0.359771045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000848,GSTM2,5,0.360029159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000875,IGF1R,4,0.360495957,5,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0
NM_000532,PCCB,7,0.360676099,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_006899,IDH3B,12,0.361651936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_016207,CPSF3,3,0.361788351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016286,DCXR,4,0.362095563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098540,HPSE,3,0.362301273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032730,RTN4IP1,6,0.362660998,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_182688,UBE2G2,2,0.363912878,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_017797,BTBD2,4,0.363947568,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NM_012089,ABCB10,2,0.364042428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_152729,NT5DC1,6,0.364707041,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_005883,APC2,2,0.364734095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001101667,ACOX3,2,0.364912482,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
NM_006807,CBX1,18,0.365655528,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
NM_012245,SNW1,6,0.365861791,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_022770,GINS3,2,0.365968712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_001018109,PIR,4,0.366323288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012262,HS2ST1,4,0.366354125,1,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0
BC025990.1,HS2ST1,4,0.366354125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005082,TRIM25,6,0.366468982,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
NM_015607,C1ORF77,8,0.366653875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080432,FTO,8,0.366910005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_016029,DHRS7,4,0.367323858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015557,CHD5,6,0.367631505,2,1,1,0,6,0,0,0,1,0,1,0,0,0,0,0
NM_198038,NUDT9,2,0.367907828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_080597,OSBPL1A,6,0.369396091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BC041563.1,OSBPL1A,6,0.369396091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081461,JMJD6,4,0.370565483,3,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0
NM_015167,JMJD6,4,0.370565483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_198400,NEDD4,2,0.370928599,5,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0
NM_015058,KIAA0564,6,0.37189123,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009814,KIAA0564,6,0.37189123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_213646,WARS,9,0.372249194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_153645,NUP50,3,0.37435765,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_024066,PRNPIP,2,0.374377363,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_032341,DDI2,2,0.375106176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_181699,PPP2R1B,5,0.375300213,1,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0
